date	dep_time	arr_time	arr_delay
2013-06-15	1238.0	1332.0	-23.0
2013-06-15	1822.0	1916.0	96.0
2013-06-15	1925.0	2024.0	-21.0
2013-06-16	825.0	921.0	-29.0
2013-06-16	1239.0	1334.0	-21.0
2013-06-16	1603.0	1723.0	-17.0
2013-06-16	1922.0	2059.0	14.0
2013-06-19	825.0	926.0	-24.0
2013-06-19	1244.0	1348.0	-7.0
2013-06-19	1605.0	1721.0	-19.0
2013-06-19	1922.0	2021.0	-24.0
2013-06-20	826.0	919.0	-31.0
2013-06-20	1238.0	1337.0	-18.0
2013-06-20	1600.0	1704.0	-36.0
2013-06-20	1918.0	2102.0	17.0
2013-06-21	825.0	929.0	-21.0
2013-06-21	1239.0	1333.0	-22.0
2013-06-21	1602.0	1719.0	-21.0
2013-06-21	1928.0	2040.0	-5.0
2013-06-22	827.0	929.0	-21.0
2013-06-22	1236.0	1334.0	-21.0
2013-06-22	1624.0	1744.0	4.0
2013-06-22	1919.0	2038.0	-7.0
2013-07-04	824.0	924.0	-26.0
2013-07-04	1238.0	1342.0	-13.0
2013-07-04	1829.0	1928.0	108.0
2013-07-04	1921.0	2033.0	-12.0
2013-07-05	822.0	917.0	-33.0
2013-07-05	1240.0	1339.0	-16.0
2013-07-05	1603.0	1710.0	-30.0
2013-07-05	1920.0	2042.0	-3.0
2013-07-06	826.0	927.0	-23.0
2013-07-06	1240.0	1342.0	-13.0
2013-07-06	1607.0	1720.0	-20.0
2013-07-06	1919.0	2019.0	-26.0
2013-07-12	825.0	930.0	-20.0
2013-07-12	1241.0	1347.0	-8.0
2013-07-12	1557.0	1737.0	-3.0
2013-07-12	2010.0	2200.0	75.0
2013-07-15	822.0	931.0	-19.0
2013-07-15	1243.0	1346.0	-9.0
2013-07-15	1717.0	1834.0	54.0
2013-07-15	1919.0	2028.0	-17.0
2013-07-17	826.0	924.0	-26.0
2013-07-17	1240.0	1345.0	-10.0
2013-07-17	1604.0	1717.0	-23.0
2013-07-17	1934.0	2103.0	18.0
2013-07-18	837.0	939.0	-11.0
2013-07-18	1323.0	1420.0	25.0
2013-07-18	1600.0	1716.0	-24.0
2013-07-18	2008.0	2117.0	32.0
2013-07-19	830.0	933.0	-17.0
2013-07-19	1303.0	1415.0	20.0
2013-07-19	1600.0	1730.0	-10.0
2013-07-19	1920.0	2047.0	2.0
2013-07-20	829.0	945.0	-5.0
2013-07-20	1244.0	1402.0	7.0
2013-07-20	1602.0	1722.0	-18.0
2013-07-20	2111.0	2259.0	134.0
2013-07-21	826.0	927.0	-23.0
2013-07-21	1240.0	1344.0	-11.0
2013-07-21	1557.0	1707.0	-33.0
2013-07-21	2055.0	2204.0	79.0
2013-07-22	821.0	926.0	-24.0
2013-07-22	1243.0	1341.0	-14.0
2013-07-22	1559.0	1813.0	33.0
2013-07-22	2210.0	2341.0	176.0
2013-07-24	827.0	926.0	-24.0
2013-07-24	1236.0	1334.0	-21.0
2013-07-24	1558.0	1734.0	-6.0
2013-07-24	1919.0	2036.0	-9.0
2013-07-27	821.0	926.0	-24.0
2013-07-27	1237.0	1333.0	-22.0
2013-07-27	1600.0	1720.0	-20.0
2013-07-27	1923.0	2043.0	-2.0
2013-07-30	824.0	925.0	-25.0
2013-07-30	1239.0	1336.0	-19.0
2013-07-30	1604.0	1714.0	-26.0
2013-07-30	1923.0	2027.0	-18.0
2013-07-31	830.0	925.0	-25.0
2013-07-31	1240.0	1338.0	-17.0
2013-07-31	1603.0	1732.0	-8.0
2013-07-31	2018.0	2114.0	29.0
2013-08-03	828.0	926.0	-24.0
2013-08-03	1239.0	1344.0	-11.0
2013-08-03	1559.0	1730.0	-10.0
2013-08-03	1916.0	2027.0	-18.0
2013-08-05	823.0	924.0	-26.0
2013-08-05	1239.0	1345.0	-10.0
2013-08-05	1600.0	1722.0	-18.0
2013-08-05	1918.0	2019.0	-26.0
2013-08-06	823.0	922.0	-28.0
2013-08-06	1243.0	1337.0	-18.0
2013-08-06	1603.0	1722.0	-18.0
2013-08-06	1918.0	2024.0	-21.0
2013-08-07	825.0	930.0	-20.0
2013-08-07	1240.0	1331.0	-24.0
2013-08-07	1614.0	1741.0	1.0
2013-08-07	1931.0	2058.0	13.0
2013-08-10	826.0	933.0	-17.0
2013-08-10	1239.0	1334.0	-21.0
2013-08-10	1600.0	1719.0	-21.0
2013-08-10	1923.0	2038.0	-7.0
2013-08-11	828.0	929.0	-21.0
2013-08-11	1242.0	1338.0	-17.0
2013-08-11	1602.0	1720.0	-20.0
2013-08-11	1944.0	2129.0	44.0
2013-08-12	827.0	931.0	-19.0
2013-08-12	1248.0	1344.0	-11.0
2013-08-12	1559.0	1719.0	-21.0
2013-08-12	1916.0	2026.0	-19.0
2013-08-14	826.0	936.0	-14.0
2013-08-14	1241.0	1337.0	-18.0
2013-08-14	1601.0	1723.0	-17.0
2013-08-14	1939.0	2121.0	36.0
2013-08-15	828.0	932.0	-18.0
2013-08-15	1240.0	1339.0	-16.0
2013-08-15	1613.0	1748.0	8.0
2013-08-15	1922.0	2038.0	-7.0
2013-08-16	827.0	928.0	-22.0
2013-08-16	1242.0	1344.0	-11.0
2013-08-16	1603.0	1708.0	-32.0
2013-08-16	1916.0	2028.0	-17.0
2013-08-17	828.0	937.0	-13.0
2013-08-17	1243.0	1335.0	-20.0
2013-08-17	1600.0	1709.0	-31.0
2013-08-17	1943.0	2045.0	0.0
2013-08-18	826.0	921.0	-29.0
2013-08-18	1243.0	1340.0	-15.0
2013-08-18	1602.0	1712.0	-28.0
2013-08-18	1921.0	2044.0	-1.0
2013-08-19	829.0	930.0	-20.0
2013-08-19	1238.0	1338.0	-17.0
2013-08-19	1557.0	1724.0	-16.0
2013-08-19	1916.0	2031.0	-14.0
2013-08-20	828.0	924.0	-26.0
2013-08-20	1236.0	1332.0	-23.0
2013-08-20	1559.0	1703.0	-37.0
2013-08-20	1926.0	2029.0	-16.0
2013-08-21	821.0	918.0	-32.0
2013-08-21	1242.0	1336.0	-19.0
2013-08-21	1605.0	1717.0	-23.0
2013-08-21	1918.0	2032.0	-13.0
2013-08-22	831.0	956.0	6.0
2013-08-22	1242.0	1344.0	-11.0
2013-08-22	1853.0	2011.0	151.0
2013-08-22	1931.0	2043.0	-2.0
2013-08-23	826.0	922.0	-28.0
2013-08-23	1240.0	1341.0	-14.0
2013-08-23	1602.0	1729.0	-11.0
2013-08-23	1918.0	2025.0	-20.0
2013-08-24	827.0	925.0	-25.0
2013-08-24	1236.0	1339.0	-16.0
2013-08-24	1600.0	1714.0	-26.0
2013-08-24	1927.0	2044.0	-1.0
2013-08-25	822.0	920.0	-30.0
2013-08-25	1239.0	1330.0	-25.0
2013-08-25	1614.0	1726.0	-14.0
2013-08-25	2012.0	2128.0	43.0
2013-08-27	820.0	915.0	-20.0
2013-08-27	1245.0	1341.0	-19.0
2013-08-27	1641.0	1808.0	63.0
2013-08-27	2057.0	2156.0	16.0
2013-08-30	828.0	934.0	-1.0
2013-08-30	1247.0	1345.0	-15.0
2013-08-30	1819.0	1924.0	139.0
2013-08-30	2231.0	2351.0	131.0
2013-09-03	820.0	924.0	-11.0
2013-09-03	1245.0	1346.0	-14.0
2013-09-03	1551.0	1704.0	-1.0
2013-09-03	2039.0	2150.0	10.0
2013-09-04	821.0	925.0	-10.0
2013-09-04	1244.0	1356.0	-4.0
2013-09-04	1600.0	1722.0	17.0
2013-09-04	2020.0	2118.0	-22.0
2013-09-06	827.0	929.0	-6.0
2013-09-06	1251.0	1340.0	-20.0
2013-09-06	1539.0	1649.0	-16.0
2013-09-06	2018.0	2122.0	-18.0
2013-09-07	821.0	940.0	5.0
2013-09-07	1246.0	1346.0	-14.0
2013-09-07	1543.0	1653.0	-12.0
2013-09-07	2017.0	2123.0	-17.0
2013-09-08	823.0	927.0	-8.0
2013-09-08	1244.0	1351.0	-9.0
2013-09-08	1559.0	1720.0	15.0
2013-09-08	2028.0	2133.0	-7.0
2013-09-09	819.0	911.0	-24.0
2013-09-09	1245.0	1346.0	-14.0
2013-09-09	1545.0	1650.0	-15.0
2013-09-09	2026.0	2140.0	0.0
2013-09-11	822.0	925.0	-10.0
2013-09-11	1254.0	1357.0	-3.0
2013-09-11	1601.0	1718.0	13.0
2013-09-11	0.0	0.0	0.0
2013-09-14	822.0	919.0	-16.0
2013-09-14	1246.0	1343.0	-17.0
2013-09-14	1551.0	1708.0	3.0
2013-09-14	2020.0	2130.0	-10.0
2013-09-15	822.0	921.0	-14.0
2013-09-15	1246.0	1355.0	-5.0
2013-09-15	1545.0	1653.0	-12.0
2013-09-15	2019.0	2121.0	-19.0
2013-09-17	817.0	915.0	-20.0
2013-09-17	1242.0	1341.0	-19.0
2013-09-17	1550.0	1707.0	2.0
2013-09-17	2018.0	2130.0	-10.0
2013-09-18	822.0	925.0	-10.0
2013-09-18	1244.0	1350.0	-10.0
2013-09-18	1543.0	1648.0	-17.0
2013-09-18	2020.0	2135.0	-5.0
2013-09-19	819.0	934.0	-1.0
2013-09-19	1242.0	1337.0	-23.0
2013-09-19	1541.0	1649.0	-16.0
2013-09-19	2025.0	2131.0	-9.0
2013-09-20	822.0	917.0	-18.0
2013-09-20	1241.0	1339.0	-21.0
2013-09-20	1618.0	1731.0	26.0
2013-09-20	2024.0	2129.0	-11.0
2013-09-21	829.0	944.0	9.0
2013-09-21	1240.0	1400.0	0.0
2013-09-21	1544.0	1654.0	-11.0
2013-09-21	2019.0	2146.0	6.0
2013-09-23	825.0	928.0	-7.0
2013-09-23	1244.0	1345.0	-15.0
2013-09-23	1548.0	1708.0	3.0
2013-09-23	2019.0	2121.0	-19.0
2013-09-24	824.0	934.0	-1.0
2013-09-24	1244.0	1337.0	-23.0
2013-09-24	1538.0	1712.0	7.0
2013-09-24	2023.0	2125.0	-15.0
2013-09-25	820.0	936.0	1.0
2013-09-25	1245.0	1345.0	-15.0
2013-09-25	1541.0	1650.0	-15.0
2013-09-25	2024.0	2129.0	-11.0
2013-09-26	821.0	929.0	-6.0
2013-09-26	1242.0	1337.0	-23.0
2013-09-26	1543.0	1713.0	8.0
2013-09-26	2017.0	2122.0	-18.0
2013-09-27	826.0	921.0	-14.0
2013-09-27	1247.0	1349.0	-11.0
2013-09-27	1609.0	1712.0	7.0
2013-09-27	2022.0	2124.0	-16.0
2013-09-28	820.0	947.0	12.0
2013-09-28	1242.0	1340.0	-20.0
2013-09-28	1552.0	1712.0	7.0
2013-09-28	2021.0	2128.0	-12.0
2013-10-01	822.0	932.0	-3.0
2013-10-01	1245.0	1349.0	-11.0
2013-10-01	1553.0	1715.0	10.0
2013-10-01	2022.0	2125.0	-15.0
2013-10-02	823.0	938.0	3.0
2013-10-02	1245.0	1349.0	-11.0
2013-10-02	1539.0	1708.0	3.0
2013-10-02	2031.0	2141.0	1.0
2013-10-03	821.0	930.0	-5.0
2013-10-03	1247.0	1343.0	-17.0
2013-10-03	1556.0	1710.0	5.0
2013-10-03	2017.0	2114.0	-26.0
2013-10-05	1022.0	1124.0	109.0
2013-10-05	1417.0	1545.0	105.0
2013-10-05	1541.0	1653.0	-12.0
2013-10-05	2021.0	2119.0	-21.0
2013-10-08	823.0	929.0	-6.0
2013-10-08	1248.0	1354.0	-6.0
2013-10-08	1545.0	1658.0	-7.0
2013-10-08	2016.0	2124.0	-16.0
2013-10-09	1127.0	1233.0	178.0
2013-10-09	1242.0	1344.0	-16.0
2013-10-09	1542.0	1710.0	5.0
2013-10-09	2036.0	2145.0	5.0
2013-10-10	830.0	935.0	0.0
2013-10-10	1243.0	1340.0	-20.0
2013-10-10	1545.0	1713.0	8.0
2013-10-10	2050.0	2159.0	19.0
2013-10-11	824.0	930.0	-5.0
2013-10-11	1244.0	1345.0	-15.0
2013-10-11	1546.0	1700.0	-5.0
2013-10-11	2023.0	2129.0	-11.0
2013-10-13	822.0	917.0	-18.0
2013-10-13	1245.0	1343.0	-17.0
2013-10-13	1604.0	1728.0	23.0
2013-10-13	2026.0	2133.0	-7.0
2013-10-14	821.0	916.0	-19.0
2013-10-14	1247.0	1342.0	-18.0
2013-10-14	1602.0	1708.0	3.0
2013-10-14	2024.0	2127.0	-13.0
2013-10-15	821.0	937.0	2.0
2013-10-15	1244.0	1339.0	-21.0
2013-10-15	1543.0	1648.0	-17.0
2013-10-15	2021.0	2125.0	-15.0
2013-10-16	820.0	935.0	0.0
2013-10-16	1246.0	1345.0	-15.0
2013-10-16	1557.0	1653.0	-12.0
2013-10-16	2019.0	2128.0	-12.0
2013-10-17	820.0	935.0	0.0
2013-10-17	1245.0	1357.0	-3.0
2013-10-17	1618.0	1726.0	21.0
2013-10-17	2022.0	2137.0	-3.0
2013-10-19	818.0	918.0	-17.0
2013-10-19	1245.0	1342.0	-18.0
2013-10-19	1539.0	1646.0	-19.0
2013-10-19	2021.0	2124.0	-16.0
2013-10-20	824.0	922.0	-13.0
2013-10-20	1412.0	1521.0	81.0
2013-10-20	1539.0	1657.0	-8.0
2013-10-20	2023.0	2120.0	-20.0
2013-10-21	818.0	919.0	-16.0
2013-10-21	1246.0	1349.0	-11.0
2013-10-21	1535.0	1651.0	-14.0
2013-10-21	2018.0	2124.0	-16.0
2013-10-23	825.0	927.0	-8.0
2013-10-23	1240.0	1356.0	-4.0
2013-10-23	1542.0	1655.0	-10.0
2013-10-23	2022.0	2151.0	11.0
2013-10-24	821.0	919.0	-16.0
2013-10-24	1243.0	1346.0	-14.0
2013-10-24	1545.0	1721.0	16.0
2013-10-24	2024.0	2129.0	-11.0
2013-10-25	822.0	923.0	-12.0
2013-10-25	1245.0	1348.0	-12.0
2013-10-25	1620.0	1800.0	55.0
2013-10-25	2108.0	2220.0	40.0
2013-10-26	905.0	1008.0	33.0
2013-10-26	1244.0	1340.0	-20.0
2013-10-26	1543.0	1704.0	-1.0
2013-10-26	2032.0	2137.0	-3.0
2013-10-28	817.0	922.0	-13.0
2013-10-28	1533.0	1710.0	190.0
2013-10-28	1544.0	1732.0	27.0
2013-10-28	2023.0	2132.0	-8.0
2013-10-29	820.0	923.0	-12.0
2013-10-29	1242.0	1339.0	-21.0
2013-10-29	1542.0	1656.0	-9.0
2013-10-29	2021.0	2125.0	-15.0
2013-11-02	817.0	922.0	-13.0
2013-11-02	1244.0	1340.0	-20.0
2013-11-02	1541.0	1641.0	-24.0
2013-11-02	2023.0	2131.0	-9.0
2013-11-04	821.0	923.0	-12.0
2013-11-04	1250.0	1352.0	-8.0
2013-11-04	1544.0	1655.0	-10.0
2013-11-04	2024.0	2141.0	1.0
2013-11-05	823.0	914.0	-21.0
2013-11-05	1243.0	1334.0	-26.0
2013-11-05	1541.0	1639.0	-26.0
2013-11-05	2021.0	2130.0	-10.0
2013-11-06	822.0	921.0	-14.0
2013-11-06	1244.0	1338.0	-22.0
2013-11-06	1540.0	1637.0	-28.0
2013-11-06	2019.0	2137.0	-3.0
2013-11-08	821.0	932.0	-3.0
2013-11-08	1242.0	1339.0	-21.0
2013-11-08	1547.0	1657.0	-8.0
2013-11-08	2024.0	2141.0	1.0
2013-11-09	821.0	923.0	-12.0
2013-11-09	1244.0	1338.0	-22.0
2013-11-09	1543.0	1658.0	-7.0
2013-11-09	2024.0	2125.0	-15.0
2013-11-11	828.0	919.0	-16.0
2013-11-11	1242.0	1335.0	-25.0
2013-11-11	1540.0	1654.0	-11.0
2013-11-11	2016.0	2130.0	-10.0
2013-11-13	820.0	929.0	-6.0
2013-11-13	1244.0	1340.0	-20.0
2013-11-13	1540.0	1708.0	3.0
2013-11-13	2019.0	2133.0	-7.0
2013-11-14	820.0	921.0	-14.0
2013-11-14	1242.0	1342.0	-18.0
2013-11-14	1544.0	1655.0	-10.0
2013-11-14	2024.0	2137.0	-3.0
2013-11-15	825.0	932.0	-3.0
2013-11-15	1242.0	1345.0	-15.0
2013-11-15	1540.0	1641.0	-24.0
2013-11-15	2021.0	2132.0	-8.0
2013-11-16	820.0	923.0	-12.0
2013-11-16	1312.0	1415.0	15.0
2013-11-16	1543.0	1651.0	-14.0
2013-11-16	2030.0	2143.0	3.0
2013-11-19	822.0	922.0	-13.0
2013-11-19	1239.0	1346.0	-14.0
2013-11-19	1545.0	1657.0	-8.0
2013-11-19	2020.0	2130.0	-10.0
2013-11-20	821.0	919.0	-16.0
2013-11-20	1239.0	1338.0	-22.0
2013-11-20	1542.0	1646.0	-19.0
2013-11-20	2022.0	2119.0	-21.0
2013-11-21	758.0	900.0	-10.0
2013-11-21	1246.0	1348.0	-2.0
2013-11-21	1731.0	1851.0	6.0
2013-11-21	1956.0	2105.0	-5.0
2013-11-23	821.0	924.0	14.0
2013-11-23	1248.0	1357.0	7.0
2013-11-23	1726.0	1835.0	-10.0
2013-11-23	2005.0	2116.0	6.0
2013-11-24	756.0	856.0	-14.0
2013-11-24	1243.0	1349.0	-1.0
2013-11-24	1727.0	1849.0	4.0
2013-11-24	1959.0	2110.0	0.0
2013-11-25	800.0	859.0	-11.0
2013-11-25	1248.0	1347.0	-3.0
2013-11-25	1724.0	1828.0	-17.0
2013-11-25	1955.0	2057.0	-13.0
2013-11-28	1247.0	1357.0	7.0
2013-11-28	1720.0	1820.0	-25.0
2013-11-28	1958.0	2048.0	-22.0
2013-11-29	1246.0	1344.0	-6.0
2013-11-29	1722.0	1818.0	-27.0
2013-11-29	2000.0	2105.0	-5.0
2013-11-30	801.0	905.0	-5.0
2013-11-30	1245.0	1335.0	-15.0
2013-11-30	1719.0	1820.0	-25.0
2013-11-30	1949.0	2055.0	-15.0
2013-12-02	755.0	901.0	-9.0
2013-12-02	1246.0	1339.0	-11.0
2013-12-02	1804.0	1913.0	28.0
2013-12-02	1959.0	2117.0	7.0
2013-12-03	759.0	902.0	-8.0
2013-12-03	1251.0	1348.0	-2.0
2013-12-03	1724.0	1826.0	-19.0
2013-12-03	2000.0	2104.0	-6.0
2013-12-04	759.0	909.0	-1.0
2013-12-04	1242.0	1336.0	-14.0
2013-12-04	1722.0	1815.0	-30.0
2013-12-04	1956.0	2051.0	-19.0
2013-12-08	756.0	854.0	-16.0
2013-12-08	1249.0	1345.0	-5.0
2013-12-08	0.0	0.0	0.0
2013-12-08	0.0	0.0	0.0
2013-12-11	842.0	1017.0	67.0
2013-12-11	1253.0	1352.0	2.0
2013-12-11	1719.0	1823.0	-22.0
2013-12-11	2007.0	2114.0	4.0
2013-12-12	849.0	1008.0	58.0
2013-12-12	1248.0	1347.0	-3.0
2013-12-12	1734.0	1840.0	-5.0
2013-12-12	1956.0	2114.0	4.0
2013-12-13	809.0	909.0	-1.0
2013-12-13	1242.0	1349.0	-1.0
2013-12-13	1726.0	1827.0	-18.0
2013-12-13	1954.0	2059.0	-11.0
2013-12-18	801.0	906.0	-4.0
2013-12-18	1257.0	1352.0	2.0
2013-12-18	1742.0	1854.0	9.0
2013-12-18	2012.0	2129.0	19.0
2013-12-19	756.0	849.0	-21.0
2013-12-19	1311.0	1412.0	22.0
2013-12-19	1725.0	1829.0	-16.0
2013-12-19	2024.0	2131.0	21.0
2013-12-20	800.0	859.0	-11.0
2013-12-20	1248.0	1345.0	-5.0
2013-12-20	1723.0	1833.0	-12.0
2013-12-20	1955.0	2118.0	8.0
2013-12-21	756.0	901.0	-9.0
2013-12-21	1244.0	1349.0	-1.0
2013-12-21	1718.0	1830.0	-15.0
2013-12-21	2009.0	2115.0	5.0
2013-12-24	1244.0	1342.0	-8.0
2013-12-24	1733.0	1829.0	-16.0
2013-12-24	1950.0	2050.0	-20.0
2013-12-25	1245.0	1338.0	-12.0
2013-12-25	1721.0	1833.0	-12.0
2013-12-25	1955.0	2104.0	-6.0
2013-12-27	800.0	910.0	0.0
2013-12-27	1248.0	1350.0	0.0
2013-12-27	1723.0	1829.0	-16.0
2013-12-27	2001.0	2105.0	-5.0
2013-12-28	801.0	906.0	-4.0
2013-12-28	1246.0	1354.0	4.0
2013-12-28	1723.0	1825.0	-20.0
2013-12-28	2015.0	2115.0	5.0
2013-12-30	803.0	909.0	-1.0
2013-12-30	1245.0	1333.0	-17.0
2013-12-30	1723.0	1821.0	-24.0
2013-12-30	1955.0	2104.0	-6.0
2013-01-01	803.0	903.0	-22.0
2013-01-01	1237.0	1340.0	-10.0
2013-01-01	1641.0	1746.0	-34.0
2013-01-01	2013.0	2120.0	-10.0
2013-01-02	817.0	931.0	6.0
2013-01-02	1250.0	1349.0	-1.0
2013-01-02	1646.0	1810.0	-10.0
2013-01-02	2023.0	2132.0	2.0
2013-01-03	806.0	907.0	-18.0
2013-01-03	1240.0	1343.0	-7.0
2013-01-03	1644.0	1746.0	-34.0
2013-01-03	2015.0	2116.0	-14.0
