date	dep_time	arr_time	arr_delay
2013-12-14	0.0	0.0	0.0
2013-12-15	923.0	1045.0	95.0
2013-12-15	1509.0	1613.0	143.0
2013-12-15	1926.0	2027.0	102.0
2013-12-15	2009.0	2114.0	4.0
2013-12-16	800.0	908.0	-2.0
2013-12-16	1250.0	1345.0	-5.0
2013-12-16	1831.0	1948.0	63.0
2013-12-16	2003.0	2107.0	-3.0
2013-12-17	850.0	1009.0	59.0
2013-12-17	1438.0	1612.0	142.0
2013-12-17	1920.0	2238.0	233.0
2013-12-17	0.0	0.0	0.0
2013-12-22	839.0	943.0	33.0
2013-12-22	1249.0	1341.0	-9.0
2013-12-22	1725.0	1918.0	33.0
2013-12-22	2015.0	2127.0	17.0
2013-12-23	820.0	916.0	6.0
2013-12-23	1251.0	1344.0	-6.0
2013-12-23	1740.0	1850.0	5.0
2013-12-23	2009.0	2109.0	-1.0
2013-12-26	755.0	858.0	-12.0
2013-12-26	1251.0	1350.0	0.0
2013-12-26	1720.0	1831.0	-14.0
2013-12-26	1957.0	2107.0	-3.0
2013-12-29	806.0	911.0	1.0
2013-12-29	1305.0	1408.0	18.0
2013-12-29	1914.0	2027.0	102.0
2013-12-29	2005.0	2128.0	18.0
2013-12-31	1241.0	1335.0	-15.0
2013-12-31	1727.0	1840.0	-5.0
2013-12-31	1958.0	2059.0	-11.0
2013-01-06	807.0	914.0	-11.0
2013-01-06	1237.0	1334.0	-16.0
2013-01-06	1649.0	1744.0	-36.0
2013-01-06	2028.0	2131.0	1.0
2013-01-09	807.0	914.0	-11.0
2013-01-09	1233.0	1339.0	-11.0
2013-01-09	1644.0	1759.0	-21.0
2013-01-09	2011.0	2111.0	-19.0
2013-01-11	806.0	907.0	-18.0
2013-01-11	1237.0	1332.0	-18.0
2013-01-11	1644.0	1754.0	-26.0
2013-01-11	2011.0	2118.0	-12.0
2013-01-12	810.0	923.0	-2.0
2013-01-12	1242.0	1359.0	9.0
2013-01-12	1646.0	1804.0	-16.0
2013-01-12	2012.0	2122.0	-8.0
2013-01-13	804.0	907.0	-18.0
2013-01-13	1240.0	1336.0	-14.0
2013-01-13	1649.0	1803.0	-17.0
2013-01-13	0.0	0.0	0.0
2013-01-16	811.0	955.0	30.0
2013-01-16	1454.0	1602.0	132.0
2013-01-16	1718.0	1822.0	2.0
2013-01-16	2228.0	2326.0	116.0
2013-01-21	812.0	912.0	-13.0
2013-01-21	1240.0	1342.0	-8.0
2013-01-21	1649.0	1758.0	-22.0
2013-01-21	2025.0	2340.0	0.0
2013-01-22	827.0	950.0	25.0
2013-01-22	1311.0	1404.0	14.0
2013-01-22	1649.0	1748.0	-32.0
2013-01-22	2006.0	2113.0	-17.0
2013-01-25	811.0	907.0	-18.0
2013-01-25	1236.0	1328.0	-22.0
2013-01-25	1704.0	1812.0	-8.0
2013-01-25	2041.0	2234.0	64.0
2013-01-26	806.0	934.0	9.0
2013-01-26	1235.0	1334.0	-16.0
2013-01-26	1701.0	1808.0	-12.0
2013-01-26	2010.0	2116.0	-14.0
2013-01-28	805.0	910.0	-15.0
2013-01-28	1236.0	1359.0	9.0
2013-01-28	1652.0	1818.0	-2.0
2013-01-28	2047.0	2206.0	36.0
2013-01-29	802.0	904.0	-21.0
2013-01-29	1237.0	1330.0	-20.0
2013-01-29	1828.0	1951.0	91.0
2013-01-29	2041.0	2143.0	13.0
2013-01-30	812.0	926.0	1.0
2013-01-30	1234.0	1338.0	-12.0
2013-01-30	1706.0	1841.0	21.0
2013-01-30	2016.0	2128.0	-2.0
2013-01-31	804.0	914.0	-11.0
2013-01-31	1233.0	1320.0	-30.0
2013-01-31	1646.0	1748.0	-32.0
2013-01-31	2121.0	2227.0	57.0
2013-02-03	819.0	941.0	16.0
2013-02-03	1240.0	1333.0	-17.0
2013-02-03	1647.0	1752.0	-28.0
2013-02-03	2016.0	2118.0	-12.0
2013-02-05	803.0	914.0	-11.0
2013-02-05	1234.0	1330.0	-20.0
2013-02-05	1702.0	1821.0	1.0
2013-02-05	2012.0	2116.0	-14.0
2013-02-06	808.0	918.0	-7.0
2013-02-06	1238.0	1326.0	-24.0
2013-02-06	1644.0	1750.0	-30.0
2013-02-06	2010.0	2118.0	-12.0
2013-02-08	820.0	930.0	5.0
2013-02-08	0.0	0.0	0.0
2013-02-08	0.0	0.0	0.0
2013-02-08	0.0	0.0	0.0
2013-02-09	0.0	0.0	0.0
2013-02-09	0.0	0.0	0.0
2013-02-09	0.0	0.0	0.0
2013-02-09	0.0	0.0	0.0
2013-02-10	808.0	916.0	-9.0
2013-02-10	1243.0	1348.0	-2.0
2013-02-10	1706.0	1821.0	1.0
2013-02-10	2026.0	2149.0	19.0
2013-02-11	808.0	916.0	-9.0
2013-02-11	1248.0	1404.0	14.0
2013-02-11	1658.0	1823.0	3.0
2013-02-11	2355.0	105.0	215.0
2013-02-14	807.0	914.0	-11.0
2013-02-14	1230.0	1325.0	-25.0
2013-02-14	1650.0	1752.0	-28.0
2013-02-14	2010.0	2126.0	-4.0
2013-02-16	846.0	1010.0	45.0
2013-02-16	1352.0	1445.0	55.0
2013-02-16	1645.0	1746.0	-34.0
2013-02-16	2010.0	2113.0	-17.0
2013-02-17	801.0	1525.0	0.0
2013-02-17	0.0	0.0	0.0
2013-02-17	1750.0	1912.0	52.0
2013-02-17	2014.0	2127.0	-3.0
2013-02-19	805.0	906.0	-19.0
2013-02-19	1239.0	1333.0	-17.0
2013-02-19	1657.0	1832.0	12.0
2013-02-19	2012.0	2138.0	8.0
2013-02-20	806.0	917.0	-8.0
2013-02-20	1241.0	1346.0	-4.0
2013-02-20	1741.0	1905.0	45.0
2013-02-20	2124.0	2231.0	61.0
2013-02-23	855.0	1001.0	36.0
2013-02-23	1251.0	1352.0	2.0
2013-02-23	1648.0	1806.0	-14.0
2013-02-23	2042.0	2224.0	54.0
2013-02-24	807.0	909.0	-16.0
2013-02-24	1236.0	1342.0	-8.0
2013-02-24	1707.0	1847.0	27.0
2013-02-24	2248.0	2358.0	148.0
2013-02-25	831.0	928.0	3.0
2013-02-25	1239.0	1335.0	-15.0
2013-02-25	1646.0	1805.0	-15.0
2013-02-25	2124.0	2230.0	60.0
2013-02-27	830.0	1001.0	36.0
2013-02-27	1448.0	1546.0	116.0
2013-02-27	1818.0	1929.0	69.0
2013-02-27	2100.0	2211.0	41.0
2013-03-03	802.0	857.0	-28.0
2013-03-03	1237.0	1349.0	-1.0
2013-03-03	1645.0	1748.0	-32.0
2013-03-03	2028.0	2149.0	19.0
2013-03-04	805.0	915.0	-10.0
2013-03-04	1240.0	1351.0	1.0
2013-03-04	1814.0	1934.0	74.0
2013-03-04	2007.0	2124.0	-6.0
2013-03-05	804.0	902.0	-23.0
2013-03-05	1243.0	1340.0	-10.0
2013-03-05	1649.0	1805.0	-15.0
2013-03-05	2013.0	2118.0	-12.0
2013-03-06	808.0	912.0	-13.0
2013-03-06	1238.0	1404.0	14.0
2013-03-06	1744.0	1924.0	64.0
2013-03-06	0.0	0.0	0.0
2013-03-07	807.0	953.0	28.0
2013-03-07	1258.0	1412.0	22.0
2013-03-07	1742.0	2045.0	145.0
2013-03-07	2053.0	2325.0	115.0
2013-03-08	0.0	0.0	0.0
2013-03-08	1246.0	1552.0	122.0
2013-03-08	1854.0	2010.0	110.0
2013-03-08	2122.0	2242.0	72.0
2013-03-12	806.0	905.0	-20.0
2013-03-12	1239.0	1345.0	-5.0
2013-03-12	1733.0	1853.0	33.0
2013-03-12	2014.0	2137.0	7.0
2013-03-18	806.0	905.0	-20.0
2013-03-18	1239.0	1335.0	-15.0
2013-03-18	1648.0	1809.0	-11.0
2013-03-18	2223.0	11.0	161.0
2013-03-19	812.0	935.0	10.0
2013-03-19	1307.0	1414.0	24.0
2013-03-19	1655.0	1822.0	2.0
2013-03-19	2039.0	2154.0	24.0
